title,hypothesis_test_eligible,compiler_mode,gold_assisted,human_annotation_measured,human_annotation_effort_measured,oracle_token_scope,system,repetition,model,scenarios,tp,fp,fn,precision,recall,f1,false_reminders,false_alarm_checkpoints,false_alarm_rate,obsolete_errors,provenance_exact_accuracy,invalid_outputs,input_tokens,output_tokens,decision_input_tokens,oracle_compiler_input_tokens,oracle_compiler_output_tokens,oracle_compiler_provider_api_cost_usd,provider_api_cost_usd,usage_complete,cost_complete,latency_p50_ms,latency_p95_ms,decision_latency_ms,oracle_replay_latency_ms,local_latency_ms,setup_latency_ms
Local oracle-compiler ceiling — diagnostic only,False,oracle,True,False,False,decision_only_lower_bound,anamnesis_oracle_compiler,1,ollama/qwen3:4b-instruct,10,7,1,1,0.875,0.875,0.875,1,1,0.014286,0,0.0,0,40986,1652,40986,0,0,0.000000,0.000000,True,True,1502.66,5410.825,199275.296,1.771,60.067,6297.039
